"","x"
"827","morf_453111_11codonalign.trim_interval.ctx"
"828","knownGene.uc003jnp.3.1"
"829","db=184ti=3493cl=13"
"830","db=184ti=8206cl=53"
"831","Terpsichore"
"832","db=184ti=2949cl=25"
"833","db=184ti=158389cl=5"
"834","db=184ti=4199cl=14"
"835","db=184ti=152601cl=56"
"836","db=184ti=30367cl=211"
"837","db=184ti=211587cl=11"
"838","db=184ti=3287cl=30"
"839","10972"
"840","Paphiopedilum"
"841","db=184ti=977779cl=55"
"842","db=184ti=211219cl=1"
"843","knownGene.uc010szf.1.1"
"844","db=184ti=3745cl=7"
"845","db=184ti=186980cl=8"
"846","db=184ti=102814cl=40"
"847","2551"
"848","db=184ti=261771cl=1"
"849","db=184ti=65186cl=7"
"850","10439"
"851","chr3_451"
"852","db=184ti=81093cl=5"
"853","db=184ti=41712cl=30"
"854","db=184ti=9263cl=27"
"855","db=184ti=158348cl=5"
"856","morf_452564_11codonalign.trim_interval.ctx"
"857","refGene.NM_130807.1.inc"
"858","morf_453849_11codonalign.trim_interval.ctx"
"859","db=184ti=41946cl=108"
"860","1029"
"861","morf_449570_11codonalign.trim_interval.ctx"
"862","db=184ti=192732cl=3"
"863","db=184ti=6665cl=23"
"864","db=184ti=43898cl=17"
"865","db=184ti=8418cl=42"
"866","knownGene.uc002bdm.1.1"
"867","db=184ti=123732cl=11"
"868","db=184ti=216718cl=14"
"869","vegaGene.OTTHUMT00000363311.1.inc"
"870","db=184ti=78060cl=37"
"871","db=184ti=40289cl=40"
"872","db=184ti=30367cl=23"
"873","db=184ti=115136cl=357"
"874","morf_452886_11codonalign.trim_interval.ctx"
"875","db=184ti=65177cl=2"
"876","db=184ti=25692cl=37"
"877","db=184ti=62155cl=22"
"878","db=184ti=198613cl=0"
"879","Helia"
"880","db=184ti=37822cl=8"
"881","Cupido"
"882","db=184ti=40685cl=49"
"883","db=184ti=56375cl=0"
"884","db=184ti=83319cl=6"
"885","morf_452937_11codonalign.trim_interval.ctx"
"886","Epidesma"
"887","db=184ti=3745cl=525"
"888","db=184ti=106503cl=1"
"889","4577"
"890","db=184ti=504493cl=8"
"891","db=184ti=7100cl=7"
"892","db=184ti=983290cl=18"
"893","refGene.NM_001168393.1.inc"
"894","db=184ti=9127cl=0"
"895","db=184ti=261007cl=4"
"896","db=184ti=292576cl=1"
"897","Grammonota"
"898","db=184ti=139644cl=4"
"899","db=184ti=25692cl=7"
"900","db=184ti=25692cl=24"
"901","refGene.NM_212460.1"
"902","db=184ti=7148cl=1891"
"903","morf_449345_11codonalign.trim_interval.ctx"
"904","db=184ti=16362cl=31"
"905","db=184ti=3646cl=867"
"906","morf_449701_11codonalign.trim_interval.ctx"
"907","db=184ti=173644cl=1"
"908","db=184ti=3573cl=18"
"909","db=184ti=32128cl=1"
"910","db=184ti=9895cl=11"
"911","db=184ti=3629cl=20"
"912","db=184ti=95951cl=0"
"913","db=184ti=147555cl=12"
"914","db=184ti=71239cl=290"
"915","Knipowitschia"
"916","db=184ti=999643cl=8"
"917","db=184ti=9443cl=57"
"918","db=184ti=9721cl=61"
"919","db=184ti=37822cl=20"
"920","db=184ti=9681cl=12"
"921","db=184ti=90650cl=5"
"922","morf_451279_11codonalign.trim_interval.ctx"
"923","db=184ti=7164cl=75"
"924","db=184ti=48438cl=6"
"925","chr4_7551"
"926","chr1_30195"
"927","db=184ti=43808cl=33"
"928","morf_451109_11codonalign.trim_interval.ctx"
"929","db=184ti=7720cl=26"
"930","db=184ti=215451cl=0"
"931","11562"
"932","Dypterygia"
"933","db=184ti=424555cl=32"
"934","db=184ti=7198cl=16"
"935","db=184ti=87864cl=21"
"936","db=184ti=34158cl=4"
"937","db=184ti=7215cl=597"
"938","morf_451863_11codonalign.trim_interval.ctx"
"939","db=184ti=23066cl=0"
"940","chr13_3036"
"941","knownGene.uc010qnw.1.1.inc"
"942","vegaGene.OTTHUMT00000363439.1.inc"
"943","db=184ti=73379cl=5"
"944","db=184ti=4107cl=136"
"945","db=184ti=13639cl=0"
"946","db=184ti=3337cl=3"
"947","db=184ti=263288cl=0"
"948","17998"
"949","db=184ti=40141cl=36"
"950","morf_453377_11codonalign.trim_interval.ctx"
"951","Trichordestra"
"952","db=184ti=5008cl=6"
"953","Pterygodium"
"954","db=184ti=64588cl=3"
"955","Pseudophoxinus"
"956","Glomeris"
"957","db=184ti=4783cl=28"
"958","db=184ti=13819cl=233"
"959","db=184ti=7001cl=45"
"960","db=184ti=49818cl=0"
"961","db=184ti=8293cl=39"
"962","chr4_9746"
"963","db=184ti=41773cl=25"
"964","db=184ti=135860cl=1"
"965","Garrha"
"966","knownGene.uc009zyi.2.1"
"967","db=184ti=6231cl=2240"
"968","db=184ti=7148cl=59"
"969","db=184ti=3440cl=20"
"970","morf_452640_11codonalign.trim_interval.ctx"
"971","db=184ti=33373cl=3"
"972","db=184ti=232803cl=1"
"973","Phidippus"
"974","db=184ti=999643cl=7"
"975","morf_451808_11codonalign.trim_interval.ctx"
"976","db=184ti=36164cl=8"
"977","morf_452726_11codonalign.trim_interval.ctx"
"978","db=184ti=3602cl=46"
"979","db=184ti=7371cl=82"
"980","10816"
"981","db=184ti=1003871cl=2"
"982","Catostomus"
"983","db=184ti=183715cl=6"
"984","db=184ti=129914cl=2"
"985","db=184ti=165066cl=0"
"986","db=184ti=35034cl=49"
"987","15291"
"988","db=184ti=241780cl=20"
"989","Hypomecis"
"990","db=184ti=50676cl=1"
"991","knownGene.uc004dey.1.1.inc"
"992","db=184ti=58438cl=2"
"993","db=184ti=3318cl=111"
"994","db=184ti=372087cl=0"
"995","db=184ti=55824cl=4"
"996","Aurelia"
"997","Hypobapta"
"998","db=184ti=461989cl=3"
"999","db=184ti=535382cl=24"
"1000","15397"
