"","x"
"838","db=184ti=214606cl=11"
"839","db=184ti=214907cl=3"
"840","db=184ti=215450cl=0"
"841","db=184ti=21571cl=52"
"842","db=184ti=216209cl=0"
"843","db=184ti=216285cl=1"
"844","db=184ti=216293cl=76"
"845","db=184ti=216294cl=60"
"846","db=184ti=216305cl=101"
"847","db=184ti=216305cl=35"
"848","db=184ti=216307cl=101"
"849","db=184ti=216307cl=35"
"850","db=184ti=216331cl=2"
"851","db=184ti=216366cl=314"
"852","db=184ti=216441cl=0"
"853","db=184ti=216780cl=2"
"854","db=184ti=216803cl=2"
"855","db=184ti=216803cl=7"
"856","db=184ti=217036cl=2"
"857","db=184ti=217054cl=0"
"858","db=184ti=217062cl=4"
"859","db=184ti=219102cl=15"
"860","db=184ti=219103cl=3"
"861","db=184ti=219103cl=51"
"862","db=184ti=219384cl=29"
"863","db=184ti=219788cl=1"
"864","db=184ti=222544cl=19"
"865","db=184ti=222545cl=10"
"866","db=184ti=226742cl=8"
"867","db=184ti=23204cl=4"
"868","db=184ti=232080cl=5"
"869","db=184ti=232347cl=683"
"870","db=184ti=232378cl=8"
"871","db=184ti=233875cl=17"
"872","db=184ti=233875cl=18"
"873","db=184ti=23513cl=40"
"874","db=184ti=23672cl=5"
"875","db=184ti=23672cl=9"
"876","db=184ti=239225cl=6"
"877","db=184ti=241780cl=1"
"878","db=184ti=241792cl=2"
"879","db=184ti=241792cl=3"
"880","db=184ti=241792cl=5"
"881","db=184ti=241806cl=495"
"882","db=184ti=243881cl=2"
"883","db=184ti=248746cl=3"
"884","db=184ti=24966cl=158"
"885","db=184ti=24966cl=59"
"886","db=184ti=256835cl=4"
"887","db=184ti=26122cl=10"
"888","db=184ti=26122cl=6"
"889","db=184ti=263288cl=0"
"890","db=184ti=272201cl=127"
"891","db=184ti=27390cl=4"
"892","db=184ti=27420cl=14"
"893","db=184ti=27439cl=15"
"894","db=184ti=27439cl=33"
"895","db=184ti=27450cl=24"
"896","db=184ti=27452cl=24"
"897","db=184ti=27482cl=3"
"898","db=184ti=27532cl=8"
"899","db=184ti=27544cl=4"
"900","db=184ti=27577cl=1"
"901","db=184ti=27818cl=10"
"902","db=184ti=28017cl=10"
"903","db=184ti=2803cl=0"
"904","db=184ti=2803cl=4"
"905","db=184ti=2806cl=6"
"906","db=184ti=2825cl=13"
"907","db=184ti=2825cl=7"
"908","db=184ti=2836cl=1"
"909","db=184ti=284555cl=2"
"910","db=184ti=284555cl=3"
"911","db=184ti=28641cl=1"
"912","db=184ti=28641cl=3"
"913","db=184ti=28641cl=5"
"914","db=184ti=286472cl=3"
"915","db=184ti=2864cl=77"
"916","db=184ti=286589cl=2"
"917","db=184ti=2870cl=2"
"918","db=184ti=2870cl=3"
"919","db=184ti=28728cl=10"
"920","db=184ti=28728cl=64"
"921","db=184ti=2873cl=1"
"922","db=184ti=2874cl=1"
"923","db=184ti=288800cl=0"
"924","db=184ti=288802cl=0"
"925","db=184ti=29026cl=11"
"926","db=184ti=29146cl=0"
"927","db=184ti=291965cl=1"
"928","db=184ti=297308cl=18"
