"","x"
"673","0000074ti=3883cl=17db=184"
"674","knownGene.uc011awi.1.1.inc"
"675","morf_449727_11codonalign.trim_interval.ctx"
"676","0000065ti=30559cl=8db=184"
"677","0000040ti=71154cl=2db=184"
"678","0000064ti=2807cl=7db=184"
"679","0000035ti=205143cl=0db=184"
"680","0000068ti=38137cl=6db=184"
"681","ensGene.ENST00000496772.1.inc"
"682","0000065ti=3042cl=5db=184"
"683","0000099ti=59977cl=1db=184"
"684","0000127ti=163735cl=0db=184"
"685","0000055ti=227330cl=6db=184"
"686","morf_451649_11codonalign.trim_interval.ctx"
"687","morf_451913_11codonalign.trim_interval.ctx"
"688","0000026ti=33183cl=36db=184"
"689","0000043ti=52836cl=8db=184"
"690","morf_448670_11codonalign.trim_interval.ctx"
"691","0000036ti=78174cl=2db=184"
"692","0000047ti=61421cl=3db=184"
"693","0000038ti=95227cl=0db=184"
"694","0000030ti=8419cl=4db=184"
"695","0000074ti=475074cl=6db=184"
"696","0000113ti=158409cl=3db=184"
"697","0000037ti=78171cl=1db=184"
"698","0000039ti=83882cl=3db=184"
"699","morf_451415_11codonalign.trim_interval.ctx"
"700","ensGene.ENST00000377462.1.inc"
"701","0000122ti=233880cl=3db=184"
"702","morf_450946_11codonalign.trim_interval.ctx"
"703","0000048ti=4275cl=5db=184"
"704","vegaGene.OTTHUMT00000363627.1"
"705","0000053ti=651667cl=8db=184"
"706","16054"
"707","0000035ti=216808cl=11db=184"
"708","0000039ti=4305cl=9db=184"
"709","0000057ti=115249cl=8db=184"
"710","0000033ti=47832cl=1db=184"
"711","0000096ti=146292cl=2db=184"
"712","knownGene.uc010acc.1.1.inc"
"713","0000027ti=6310cl=7db=184"
"714","knownGene.uc011asw.1.1"
"715","0000043ti=68510cl=14db=184"
"716","0000039ti=4667cl=23db=184"
"717","morf_449207_11codonalign.trim_interval.ctx"
"718","morf_451371_11codonalign.trim_interval.ctx"
"719","knownGene.uc003mzw.3.1.inc"
"720","0000035ti=4888cl=3db=184"
"721","5995"
"722","0000066ti=3166cl=5db=184"
"723","0000048ti=2804cl=4db=184"
"724","0000030ti=241789cl=1db=184"
"725","0000062ti=129914cl=1db=184"
"726","0000027ti=66236cl=6db=184"
"727","morf_450120_11codonalign.trim_interval.ctx"
"728","morf_452772_11codonalign.trim_interval.ctx"
"729","knownGene.uc010zen.1.1.inc"
"730","ensGene.ENST00000482958.1.inc"
"731","0000043ti=145351cl=2db=184"
"732","0000036ti=31291cl=0db=184"
"733","morf_449982_11codonalign.trim_interval.ctx"
"734","0000030ti=211200cl=0db=184"
"735","0000029ti=469321cl=0db=184"
"736","morf_454354_11codonalign.trim_interval.ctx"
"737","knownGene.uc010dlr.1.1.inc"
"738","my_ENSGALG00000014447.macse_DNA_gb"
"739","0000048ti=165793cl=3db=184"
"740","0000029ti=10161cl=0db=184"
"741","0000063ti=6049cl=0db=184"
"742","morf_449562_11codonalign.trim_interval.ctx"
"743","0000082ti=63712cl=6db=184"
"744","0000038ti=4970cl=1db=184"
"745","0000064ti=48134cl=0db=184"
"746","0000031ti=253584cl=1db=184"
"747","0000032ti=5021cl=11db=184"
"748","refGene.NM_005914.1.inc"
"749","0000025ti=177828cl=6db=184"
"750","13645"
"751","knownGene.uc003vii.1.1.inc"
"752","0000078ti=7516cl=2db=184"
"753","0000039ti=8070cl=12db=184"
"754","0000036ti=25641cl=3db=184"
"755","morf_452642_11codonalign.trim_interval.ctx"
"756","0000027ti=68763cl=2db=184"
"757","morf_452317_11codonalign.trim_interval.ctx"
"758","morf_451533_11codonalign.trim_interval.ctx"
"759","0000051ti=8165cl=61db=184"
"760","0000031ti=4862cl=4db=184"
"761","0000027ti=175121cl=73db=184"
"762","refGene.NM_014936.1"
"763","morf_452055_11codonalign.trim_interval.ctx"
"764","morf_449771_11codonalign.trim_interval.ctx"
"765","morf_451423_11codonalign.trim_interval.ctx"
"766","0000029ti=232194cl=29db=184"
"767","0000060ti=163718cl=1db=184"
"768","0000045ti=379500cl=0db=184"
"769","0000026ti=466865cl=6db=184"
"770","morf_454128_11codonalign.trim_interval.ctx"
"771","0000032ti=94579cl=4db=184"
"772","0000051ti=87258cl=6db=184"
"773","0000034ti=52170cl=1db=184"
"774","0000046ti=27873cl=3db=184"
"775","0000025ti=33217cl=11db=184"
"776","morf_449403_11codonalign.trim_interval.ctx"
"777","0000144ti=293138cl=6db=184"
"778","0000086ti=451824cl=7db=184"
"779","0000035ti=30123cl=2db=184"
"780","0000050ti=5114cl=20db=184"
"781","ensGene.ENST00000350425.1.inc"
"782","0000043ti=192735cl=1db=184"
"783","knownGene.uc001qgc.1.1.inc"
"784","morf_452688_11codonalign.trim_interval.ctx"
"785","0000046ti=88547cl=0db=184"
"786","morf_450217_11codonalign.trim_interval.ctx"
"787","knownGene.uc003ppl.2.1.inc"
"788","0000043ti=31022cl=11db=184"
"789","morf_449639_11codonalign.trim_interval.ctx"
"790","refGene.NM_005767.1.inc"
"791","0000030ti=68514cl=4db=184"
"792","0000041ti=3173cl=15db=184"
"793","0000035ti=118267cl=29db=184"
"794","0000114ti=56692cl=1db=184"
"795","0000056ti=9173cl=3db=184"
"796","0000036ti=71022cl=2db=184"
"797","0000056ti=685122cl=4db=184"
"798","morf_453767_11codonalign.trim_interval.ctx"
"799","0000039ti=183715cl=0db=184"
"800","0000035ti=140701cl=2db=184"
"801","knownGene.uc003ayr.3.1.inc"
"802","0000026ti=39241cl=9db=184"
"803","0000086ti=233875cl=18db=184"
"804","0000047ti=70556cl=0db=184"
"805","0000105ti=9397cl=7db=184"
"806","0000076ti=235595cl=3db=184"
"807","0000036ti=6563cl=2db=184"
"808","0000207ti=9263cl=3db=184"
"809","0000048ti=127248cl=1db=184"
"810","0000029ti=34478cl=0db=184"
"811","0000030ti=36294cl=4db=184"
"812","morf_453274_11codonalign.trim_interval.ctx"
"813","morf_448890_11codonalign.trim_interval.ctx"
"814","0000043ti=123353cl=14db=184"
"815","0000030ti=41946cl=8db=184"
"816","0000026ti=203786cl=0db=184"
"817","0000044ti=114288cl=0db=184"
"818","morf_450711_11codonalign.trim_interval.ctx"
"819","0000066ti=39677cl=2db=184"
"820","0000045ti=7366cl=76db=184"
"821","0000142ti=62838cl=0db=184"
"822","0000052ti=104247cl=2db=184"
"823","0000051ti=435434cl=0db=184"
"824","0000026ti=28641cl=6db=184"
"825","morf_450293_11codonalign.trim_interval.ctx"
"826","0000041ti=98302cl=2db=184"
"827","morf_454368_11codonalign.trim_interval.ctx"
"828","refGene.NM_003728.1.inc"
"829","0000027ti=9721cl=6db=184"
"830","morf_451926_11codonalign.trim_interval.ctx"
"831","morf_451681_11codonalign.trim_interval.ctx"
"832","0000028ti=43470cl=1db=184"
"833","morf_448786_11codonalign.trim_interval.ctx"
"834","morf_451420_11codonalign.trim_interval.ctx"
"835","0000179ti=40248cl=4db=184"
"836","0000066ti=147539cl=2db=184"
"837","0000043ti=8100cl=23db=184"
"838","0000058ti=265576cl=2db=184"
"839","0000025ti=3243cl=22db=184"
"840","0000028ti=40550cl=3db=184"
"841","0000057ti=198613cl=0db=184"
"842","0000110ti=3954cl=3db=184"
"843","morf_451259_11codonalign.trim_interval.ctx"
"844","knownGene.uc002tmz.2.1"
"845","0000054ti=30102cl=45db=184"
"846","morf_454571_11codonalign.trim_interval.ctx"
"847","0000108ti=4739cl=1db=184"
"848","refGene.NM_001080460.1.inc"
"849","0000026ti=43845cl=34db=184"
"850","0000025ti=68804cl=1db=184"
"851","refGene.NM_173475.1.inc"
"852","0000081ti=102805cl=0db=184"
"853","0000026ti=185810cl=4db=184"
"854","morf_453537_11codonalign.trim_interval.ctx"
"855","morf_452486_11codonalign.trim_interval.ctx"
"856","0000086ti=9224cl=4db=184"
"857","0000128ti=22140cl=8db=184"
"858","9729"
"859","0000033ti=127176cl=0db=184"
"860","0000057ti=80471cl=2db=184"
"861","0000152ti=8418cl=2db=184"
"862","refGene.NM_005279.1.inc"
"863","0000064ti=8689cl=35db=184"
"864","0000075ti=27577cl=9db=184"
"865","0000026ti=209013cl=3db=184"
"866","0000036ti=414720cl=2db=184"
"867","0000038ti=374159cl=0db=184"
"868","knownGene.uc004deq.3.1.inc"
"869","0000063ti=4710cl=7db=184"
"870","0000038ti=9220cl=6db=184"
"871","0000026ti=587283cl=2db=184"
"872","0000072ti=9241cl=4db=184"
"873","0000069ti=65055cl=18db=184"
"874","morf_450152_11codonalign.trim_interval.ctx"
"875","0000064ti=715364cl=5db=184"
"876","0000097ti=158364cl=1db=184"
"877","ensGene.ENST00000399547.1.inc"
"878","ensGene.ENST00000375648.1.inc"
"879","morf_450923_11codonalign.trim_interval.ctx"
"880","0000031ti=99900cl=2db=184"
"881","morf_451245_11codonalign.trim_interval.ctx"
"882","0000059ti=84308cl=0db=184"
"883","morf_449519_11codonalign.trim_interval.ctx"
"884","ensGene.ENST00000340766.1.inc"
"885","morf_451256_11codonalign.trim_interval.ctx"
"886","0000072ti=4613cl=8db=184"
"887","0000025ti=8906cl=181db=184"
"888","0000178ti=56251cl=3db=184"
"889","knownGene.uc003vuv.2.1.inc"
"890","knownGene.uc003phz.2.1.inc"
"891","0000037ti=13398cl=7db=184"
"892","0000033ti=38609cl=1db=184"
"893","0000054ti=33365cl=117db=184"
"894","0000035ti=80887cl=0db=184"
"895","morf_452542_11codonalign.trim_interval.ctx"
"896","0000045ti=140696cl=2db=184"
"897","morf_451828_11codonalign.trim_interval.ctx"
"898","0000060ti=71490cl=3db=184"
"899","knownGene.uc010wel.1.1"
"900","knownGene.uc009vsn.1.1.inc"
"901","refGene.NM_000740.1"
"902","0000125ti=232347cl=27db=184"
"903","0000037ti=685122cl=16db=184"
"904","refGene.NM_198391.1"
"905","0000026ti=180245cl=28db=184"
"906","0000059ti=33825cl=27db=184"
"907","refGene.NM_153000.1.inc"
"908","0000056ti=24921cl=0db=184"
"909","0000048ti=43277cl=13db=184"
"910","0000069ti=46034cl=7db=184"
"911","0000090ti=490056cl=0db=184"
"912","refGene.NM_014391.1.inc"
"913","morf_450429_11codonalign.trim_interval.ctx"
"914","knownGene.uc004cvk.2.1"
"915","0000037ti=157608cl=0db=184"
"916","7634"
"917","0000121ti=214599cl=0db=184"
"918","morf_449332_11codonalign.trim_interval.ctx"
"919","0000085ti=13809cl=4db=184"
"920","0000089ti=189315cl=3db=184"
"921","0000034ti=165822cl=11db=184"
"922","0000038ti=147367cl=44db=184"
"923","0000032ti=60883cl=6db=184"
"924","morf_450295_11codonalign.trim_interval.ctx"
"925","0000043ti=20202cl=12db=184"
"926","0000033ti=32084cl=2db=184"
"927","0000052ti=216772cl=3db=184"
"928","0000027ti=30560cl=2db=184"
"929","0000061ti=56478cl=2db=184"
"930","0000034ti=92621cl=12db=184"
"931","0000056ti=77225cl=7db=184"
"932","0000044ti=52207cl=3db=184"
"933","refGene.NM_020808.1"
"934","0000132ti=9263cl=31db=184"
"935","0000058ti=71239cl=6db=184"
"936","0000140ti=70219cl=0db=184"
"937","0000052ti=278168cl=3db=184"
"938","knownGene.uc010xpg.1.1"
"939","0000128ti=33834cl=18db=184"
"940","morf_453172_11codonalign.trim_interval.ctx"
"941","0000030ti=150882cl=3db=184"
"942","0000072ti=80887cl=22db=184"
"943","0000025ti=29617cl=0db=184"
"944","0000038ti=70230cl=0db=184"
"945","0000032ti=267152cl=5db=184"
"946","0000052ti=73028cl=3db=184"
"947","0000040ti=293141cl=0db=184"
"948","0000106ti=161696cl=0db=184"
"949","morf_454348_11codonalign.trim_interval.ctx"
"950","knownGene.uc003ncp.1.1"
"951","0000029ti=36669cl=29db=184"
"952","0000091ti=49301cl=22db=184"
"953","0000116ti=176608cl=0db=184"
"954","0000074ti=27872cl=3db=184"
"955","0000054ti=4618cl=1db=184"
"956","knownGene.uc010ncl.1.1.inc"
"957","7493"
"958","0000062ti=219384cl=14db=184"
"959","0000025ti=267152cl=3db=184"
"960","0000089ti=130240cl=1db=184"
"961","0000052ti=9300cl=4db=184"
"962","5237"
"963","0000072ti=9242cl=4db=184"
"964","0000048ti=72171cl=3db=184"
"965","0000026ti=337664cl=27db=184"
"966","knownGene.uc003zsw.2.1"
"967","morf_453119_11codonalign.trim_interval.ctx"
"968","morf_453889_11codonalign.trim_interval.ctx"
"969","morf_450497_11codonalign.trim_interval.ctx"
"970","0000034ti=211401cl=1db=184"
"971","0000034ti=236640cl=1db=184"
"972","ensGene.ENST00000450262.1.inc"
"973","13603"
"974","0000039ti=3044cl=3db=184"
"975","ensGene.ENST00000409433.1.inc"
"976","0000040ti=63893cl=4db=184"
"977","0000031ti=158333cl=21db=184"
"978","0000042ti=211199cl=0db=184"
"979","knownGene.uc001uhf.1.1.inc"
"980","0000052ti=2886cl=0db=184"
"981","0000037ti=236640cl=0db=184"
"982","0000046ti=43216cl=2db=184"
"983","0000068ti=26319cl=14db=184"
"984","0000036ti=58557cl=3db=184"
"985","morf_451843_11codonalign.trim_interval.ctx"
"986","18060"
"987","0000049ti=49606cl=4db=184"
"988","0000059ti=9443cl=62db=184"
"989","morf_454388_11codonalign.trim_interval.ctx"
"990","0000085ti=56942cl=16db=184"
"991","0000032ti=147366cl=19db=184"
"992","0000028ti=139875cl=0db=184"
"993","0000030ti=638290cl=3db=184"
"994","0000025ti=189476cl=0db=184"
"995","morf_453191_11codonalign.trim_interval.ctx"
"996","0000085ti=147380cl=32db=184"
"997","0000046ti=40163cl=1db=184"
"998","knownGene.uc002sad.1.1.inc"
"999","morf_453480_11codonalign.trim_interval.ctx"
"1000","my_ENSGALG00000013863.macse_DNA_gb"
